query,time,httpCalls,serverTime,importTime,exportTime,errors
query_0,0.72047388,4,0.09201850075,1.4203190803527832,0.8330345153808594,0
query_10000,0.361011698,1,0.111193434,0.2856254577636719,0.0064373016357421875,0
query_10001,0.926650859,5,0.1105983954,1.9853591918945312,1.425027847290039,0
query_10002,0.27067878,1,0.053519716,0.7758140563964844,0.009298324584960938,0
query_10003,1.339696558,8,0.08702952825,1.1031031608581543,0.7354915142059326,0
query_10004,1.482616425,2,0.5572263505,4.8046112060546875,0.31828880310058594,0
query_10005,0.274575071,1,0.052154913,0.35643577575683594,0.009059906005859375,0
query_10006,0.258458554,1,0.052214899,0.18167495727539062,0.009059906005859375,0
query_10007,12.718038438,1,12.49315644,0.6830692291259766,0.0045299530029296875,0
query_10008,0.424299078,1,0.132881225,0.46253204345703125,0.0059604644775390625,0
query_10009,2.016746922,16,0.08937861012499998,0.698372721672058,0.44940412044525146,0
query_1000,30.739068927,39,0.7677955973846154,2.3355178343944063,2.0766991835374102,0
query_10010,0.304435927,1,0.060941242,0.2536773681640625,0.007867813110351562,0
query_10011,3.809907676,26,0.1311277351923077,2.5261548849252553,2.6735984362088723,0
query_10012,,0
query_10013,0.281639486,1,0.055660612,0.16164779663085938,0.009059906005859375,0
query_10014,0.383344364,1,0.188144733,0.3781318664550781,0.0050067901611328125,0
query_10015,0.279278976,1,0.053227971,0.2846717834472656,0.008821487426757812,0
query_10016,0.452370673,3,0.07353899833333333,0.46515464782714844,0.3136793772379557,0
query_10017,0.587532535,2,0.122642764,1.8433332443237305,1.3523101806640625,0
query_10018,0.543474695,2,0.0969641485,1.5648603439331055,0.5011558532714844,0
query_10019,0.521997789,3,0.097329528,0.8790493011474609,0.6322860717773438,0
query_1001,1.627769387,13,0.08797140361538461,0.6356606116661658,0.3773249112642728,0
query_10020,,0
query_10021,0.368437101,1,0.153026486,0.40078163146972656,0.0057220458984375,0
query_10022,3.706705446,33,0.08605903890909092,0.7030241417162346,0.45844280358516815,0
query_10023,0.258901148,1,0.055560443,0.22339820861816406,0.004291534423828125,0
