query,time,httpCalls,nbResults,errors
query_1272,46.573,1,,0
query_1273,,,0
query_1274,66.714,1,,0
query_1275,,,0
query_1276,59.146,1,,0
query_1277,,,0
query_1278,,,0
query_1279,65.662,1,,0
query_127,101.169,1,,0
query_1280,,,0
query_1281,40.505,1,,0
query_1282,103.458,1,,0
query_1283,34.891,1,,0
query_1284,105.218,1,,0
query_1285,83.038,1,,0
query_1286,57.047,1,,0
query_1287,,,0
query_1288,69.59,1,,0
query_1289,30.009,1,,0
query_128,110.238,1,,0
query_1290,115.227,1,,0
query_1291,,,0
query_1292,9.783,1,,0
query_1293,,,0
query_1294,44.091,1,,0
query_1295,79.893,1,,0
query_1296,,,0
query_1297,46.202,1,,0
query_1298,,,0
query_1299,,,0
query_129,107.488,1,,0
query_12,113.112,1,,0
query_1300,,,0
query_1301,76.862,1,,0
query_1302,78.969,1,,0
query_1303,117.121,1,,0
query_1304,115.968,1,,0
query_1305,117.096,1,,0
query_1306,25.536,1,,0
query_1307,109.996,1,,0
query_1308,,,0
query_1309,117.579,1,,0
query_130,6.196,1,,0
query_1310,,,0
query_1311,,,0
query_1312,58.141,1,,0
query_1313,71.745,1,,0
query_1314,104.577,1,,0
query_1315,2.99,1,,0
query_1316,,,0
query_1317,,,0
query_1318,,,0
query_1319,,,0
query_131,7.485,1,,0
query_1320,,,0
query_1321,,,0
query_1322,108.389,1,,0
query_1323,,,0
query_1324,23.447,1,,0
query_1325,,,0
query_1326,,,0
query_1327,20.951,1,,0
query_1328,,,0
query_1329,73.105,1,,0
query_132,95.605,1,,0
query_1330,,,0
query_1331,79.718,1,,0
query_1332,70.272,1,,0
query_1333,100.575,1,,0
query_1334,52.853,1,,0
query_1335,119.512,1,,0
query_1336,,,0
query_1337,25.046,1,,0
query_1338,,,0
query_1339,99.194,1,,0
query_133,80.399,1,,0
query_1340,52.959,1,,0
query_1341,114.39,1,,0
query_1342,,,0
query_1343,,,0
query_1344,67.172,1,,0
query_1345,118.42,1,,0
query_1346,56.26,1,,0
query_1347,,,0
query_1348,,,0
query_1349,72.255,1,,0
query_134,17.673,1,,0
query_1350,107.658,1,,0
query_1351,,,0
query_1352,4.067,1,,0
query_1353,,,0
query_1354,4.545,1,,0
query_1355,,,0
query_1356,,,0
query_1357,11.096,1,,0
query_1358,116.633,1,,0
query_1359,,,0
query_135,43.693,1,,0
query_1360,,,0
query_1361,,,0
query_1362,65.453,1,,0
query_1363,,,0
query_1364,11.981,1,,0
query_1365,1.006,1,,0
query_1366,,,0
query_1367,16.635,1,,0
query_1368,118.327,1,,0
query_1369,1.302,1,,0
query_136,,,0
query_1370,,,0
query_1371,,,0
query_1372,,,0
query_1373,,,0
query_1374,49.192,1,,0
query_1375,81.875,1,,0
query_1376,,,0
query_1377,110.757,1,,0
query_1378,20.71,1,,0
query_1379,,,0
query_137,7.365,1,,0
query_1380,119.327,1,,0
query_1381,116.771,1,,0
query_1382,30.367,1,,0
query_1383,,,0
query_1384,91.128,1,,0
query_1385,66.96,1,,0
query_1386,,,0
query_1387,,,0
query_1388,55.838,1,,0
query_1389,53.262,1,,0
query_138,,,0
query_1390,70.606,1,,0
query_1391,53.542,1,,0
query_1392,80.322,1,,0
query_1393,,,0
query_1394,56.955,1,,0
query_1395,,,0
query_1396,112.264,1,,0
query_1397,81.744,1,,0
query_1398,2.149,1,,0
query_1399,,,0
query_139,73.182,1,,0
query_13,,,0
query_1400,7.52,1,,0
query_1401,,,0
query_1402,,,0
query_1403,86.466,1,,0
query_1404,75.588,1,,0
query_1405,118.015,1,,0
query_1406,41.08,1,,0
query_1407,,,0
query_1408,70.46,1,,0
query_1409,57.729,1,,0
query_140,64.65,1,,0
query_1410,,,0
query_1411,96.355,1,,0
query_1412,95.291,1,,0
query_1413,105.625,1,,0
query_1414,97.978,1,,0
query_1415,,,0
query_1416,39.358,1,,0
query_1417,,,0
query_1418,37.85,1,,0
query_1419,92.502,1,,0
query_141,50.558,1,,0
query_1420,114.528,1,,0
query_1421,91.467,1,,0
query_1422,,,0
query_1423,52.4,1,,0
query_1424,,,0
query_1425,,,0
query_1426,56.951,1,,0
query_1427,,,0
query_1428,67.07,1,,0
query_1429,94.929,1,,0
query_142,40.117,1,,0
query_1430,108.547,1,,0
query_1431,,,0
query_1432,55.043,1,,0
query_1433,,,0
query_1434,72.216,1,,0
query_1435,116.696,1,,0
query_1436,,,0
query_1437,4.171,1,,0
query_1438,,,0
query_1439,112.688,1,,0
query_143,58.66,1,,0
query_1440,80.607,1,,0
query_1441,,,0
query_1442,,,0
query_1443,103.118,1,,0
query_1444,27.313,1,,0
query_1445,,,0
