query,time,httpCalls,nbResults,errors
query_7874,,,0
query_7875,,,0
query_7876,12.335,1,,0
query_7877,116.905,1,,0
query_7878,110.532,1,,0
query_7879,,,0
query_787,88.019,1,,0
query_7880,103.52,1,,0
query_7881,111.789,1,,0
query_7882,67.197,1,,0
query_7883,87.798,1,,0
query_7884,71.468,1,,0
query_7885,27.517,1,,0
query_7886,,,0
query_7887,25.37,1,,0
query_7888,,,0
query_7889,119.48,1,,0
query_788,109.281,1,,0
query_7890,40.085,1,,0
query_7891,103.983,1,,0
query_7892,115.2,1,,0
query_7893,,,0
query_7894,8.221,1,,0
query_7895,,,0
query_7896,45.098,1,,0
query_7897,96.967,1,,0
query_7898,,,0
query_7899,19.397,1,,0
query_789,,,0
query_78,,,0
query_7900,104.183,1,,0
query_7901,,,0
query_7902,,,0
query_7903,78.899,1,,0
query_7904,66.508,1,,0
query_7905,,,0
query_7906,116.814,1,,0
query_7907,111.64,1,,0
query_7908,,,0
query_7909,31.547,1,,0
query_790,107.602,1,,0
query_7910,,,0
query_7911,,,0
query_7912,82.783,1,,0
query_7913,72.653,1,,0
query_7914,,,0
query_7915,67.605,1,,0
query_7916,2.039,1,,0
query_7917,,,0
query_7918,,,0
query_7919,83.939,1,,0
query_791,51.96,1,,0
query_7920,113.838,1,,0
query_7921,43.714,1,,0
query_7922,118.665,1,,0
query_7923,,,0
query_7924,108.437,1,,0
query_7925,119.205,1,,0
query_7926,94.052,1,,0
query_7927,110.937,1,,0
query_7928,,,0
query_7929,,,0
query_792,17.161,1,,0
query_7930,117.429,1,,0
query_7931,,,0
query_7932,106.51,1,,0
query_7933,62.412,1,,0
query_7934,107.894,1,,0
query_7935,,,0
query_7936,76.291,1,,0
query_7937,52.361,1,,0
query_7938,,,0
query_7939,,,0
query_793,114.109,1,,0
query_7940,43.1,1,,0
query_7941,91.32,1,,0
query_7942,,,0
query_7943,63.187,1,,0
query_7944,81.258,1,,0
query_7945,,,0
query_7946,108.898,1,,0
query_7947,118.379,1,,0
query_7948,,,0
query_7949,75.472,1,,0
query_794,,,0
query_7950,53.137,1,,0
query_7951,118.278,1,,0
query_7952,,,0
query_7953,9.552,1,,0
query_7954,117.087,1,,0
query_7955,10.36,1,,0
query_7956,115.672,1,,0
query_7957,,,0
query_7958,39.274,1,,0
query_7959,116.684,1,,0
query_795,7.012,1,,0
query_7960,,,0
query_7961,,,0
query_7962,116.238,1,,0
query_7963,16.201,1,,0
query_7964,113.657,1,,0
query_7965,,,0
query_7966,63.602,1,,0
query_7967,74.966,1,,0
query_7968,115.26,1,,0
query_7969,13.406,1,,0
query_796,4.064,1,,0
query_7970,,,0
query_7971,12.528,1,,0
query_7972,,,0
query_7973,83.111,1,,0
query_7974,,,0
query_7975,118.7,1,,0
query_7976,48.085,1,,0
query_7977,,,0
query_7978,11.139,1,,0
query_7979,,,0
query_797,85.863,1,,0
query_7980,104.747,1,,0
query_7981,,,0
query_7982,26.975,1,,0
query_7983,26.068,1,,0
query_7984,59.875,1,,0
query_7985,64.482,1,,0
query_7986,,,0
query_7987,,,0
query_7988,104.564,1,,0
query_7989,41.112,1,,0
query_798,114.468,1,,0
query_7990,93.044,1,,0
query_7991,28.824,1,,0
query_7992,81.133,1,,0
query_7993,47.945,1,,0
query_7994,,,0
query_7995,118.636,1,,0
query_7996,,,0
query_7997,65.847,1,,0
query_7998,,,0
query_7999,55.705,1,,0
query_799,66.773,1,,0
query_79,60.271,1,,0
query_7,,,0
query_8000,116.182,1,,0
query_8001,12.228,1,,0
query_8002,,,0
query_8003,119.08,1,,0
query_8004,,,0
query_8005,113.289,1,,0
query_8006,,,0
query_8007,14.331,1,,0
query_8008,,,0
query_8009,69.915,1,,0
query_800,55.855,1,,0
query_8010,70.825,1,,0
query_8011,,,0
query_8012,33.349,1,,0
query_8013,,,0
query_8014,59.261,1,,0
query_8015,,,0
query_8016,68.61,1,,0
query_8017,,,0
query_8018,74.167,1,,0
query_8019,84.261,1,,0
query_801,42.386,1,,0
query_8020,4.595,1,,0
query_8021,,,0
query_8022,,,0
query_8023,12.648,1,,0
query_8024,,,0
query_8025,96.841,1,,0
query_8026,104.856,1,,0
query_8027,119.196,1,,0
query_8028,119.418,1,,0
query_8029,14.115,1,,0
query_802,53.574,1,,0
query_8030,,,0
query_8031,71.874,1,,0
query_8032,,,0
query_8033,14.789,1,,0
query_8034,,,0
query_8035,74.734,1,,0
query_8036,77.82,1,,0
query_8037,,,0
query_8038,54.292,1,,0
query_8039,,,0
query_803,113.066,1,,0
query_8040,78.542,1,,0
query_8041,,,0
query_8042,,,0
query_8043,95.705,1,,0
query_8044,28.212,1,,0
query_8045,,,0
query_8046,,,0
