query,time,httpCalls,nbResults,errors
query_4051,,,0
query_4052,113.084,1,,0
query_4053,,,0
query_4054,59.059,1,,0
query_4055,,,0
query_4056,,,0
query_4057,65.918,1,,0
query_4058,101.142,1,,0
query_4059,79.938,1,,0
query_405,46.967,1,,0
query_4060,,,0
query_4061,35.294,1,,0
query_4062,,,0
query_4063,19.305,1,,0
query_4064,107.621,1,,0
query_4065,118.797,1,,0
query_4066,83.651,1,,0
query_4067,16.687,1,,0
query_4068,,,0
query_4069,111.9,1,,0
query_406,,,0
query_4070,18.616,1,,0
query_4071,1.931,1,,0
query_4072,,,0
query_4073,,,0
query_4074,82.348,1,,0
query_4075,85.734,1,,0
query_4076,,,0
query_4077,100.669,1,,0
query_4078,,,0
query_4079,26.018,1,,0
query_407,,,0
query_4080,,,0
query_4081,,,0
query_4082,103.729,1,,0
query_4083,119.492,1,,0
query_4084,,,0
query_4085,30.604,1,,0
query_4086,,,0
query_4087,,,0
query_4088,,,0
query_4089,7.366,1,,0
query_408,119.127,1,,0
query_4090,57.858,1,,0
query_4091,70.826,1,,0
query_4092,,,0
query_4093,3.64,1,,0
query_4094,105.852,1,,0
query_4095,,,0
query_4096,16.024,1,,0
query_4097,,,0
query_4098,112.448,1,,0
query_4099,117.031,1,,0
query_409,115.063,1,,0
query_40,,,0
query_4100,86.696,1,,0
query_4101,73.922,1,,0
query_4102,96.89,1,,0
query_4103,105.837,1,,0
query_4104,33.086,1,,0
query_4105,103.671,1,,0
query_4106,,,0
query_4107,24.493,1,,0
query_4108,114.084,1,,0
query_4109,73.777,1,,0
query_410,99.196,1,,0
query_4110,,,0
query_4111,,,0
query_4112,58.073,1,,0
query_4113,,,0
query_4114,,,0
query_4115,4.453,1,,0
query_4116,,,0
query_4117,,,0
query_4118,25.473,1,,0
query_4119,99.112,1,,0
query_411,,,0
query_4120,,,0
query_4121,68.965,1,,0
query_4122,90.904,1,,0
query_4123,84.814,1,,0
query_4124,,,0
query_4125,72.701,1,,0
query_4126,116.069,1,,0
query_4127,,,0
query_4128,7.833,1,,0
query_4129,,,0
query_412,,,0
query_4130,6.31,1,,0
query_4131,,,0
query_4132,4.516,1,,0
query_4133,,,0
query_4134,,,0
query_4135,11.579,1,,0
query_4136,116.616,1,,0
query_4137,56.75,1,,0
query_4138,105.009,1,,0
query_4139,85.723,1,,0
query_413,118.834,1,,0
query_4140,43.841,1,,0
query_4141,61.829,1,,0
query_4142,,,0
query_4143,8.79,1,,0
query_4144,0.896,1,,0
query_4145,,,0
query_4146,,,0
query_4147,15.031,1,,0
query_4148,,,0
query_4149,42.107,1,,0
query_414,98.001,1,,0
query_4150,101.58,1,,0
query_4151,,,0
query_4152,,,0
query_4153,,,0
query_4154,86.483,1,,0
query_4155,48.661,1,,0
query_4156,,,0
query_4157,9.499,1,,0
query_4158,,,0
query_4159,119.168,1,,0
query_415,,,0
query_4160,2.328,1,,0
query_4161,30.533,1,,0
query_4162,,,0
query_4163,91.632,1,,0
query_4164,,,0
query_4165,,,0
query_4166,70.005,1,,0
query_4167,52.548,1,,0
query_4168,,,0
query_4169,54.349,1,,0
query_416,70.133,1,,0
query_4170,58.662,1,,0
query_4171,,,0
query_4172,75.273,1,,0
query_4173,,,0
query_4174,106.93,1,,0
query_4175,61.322,1,,0
query_4176,82.057,1,,0
query_4177,,,0
query_4178,10.015,1,,0
query_4179,65.729,1,,0
query_417,,,0
query_4180,,,0
query_4181,17.78,1,,0
query_4182,111.076,1,,0
query_4183,,,0
query_4184,77.058,1,,0
query_4185,118.509,1,,0
query_4186,,,0
query_4187,8.952,1,,0
query_4188,66.984,1,,0
query_4189,,,0
query_418,,,0
query_4190,57.621,1,,0
query_4191,,,0
query_4192,,,0
query_4193,18.924,1,,0
query_4194,117.906,1,,0
query_4195,,,0
query_4196,88.386,1,,0
query_4197,37.748,1,,0
query_4198,,,0
query_4199,54.917,1,,0
query_419,49.794,1,,0
query_41,,,0
query_4200,78.724,1,,0
query_4201,,,0
query_4202,118.167,1,,0
query_4203,64.734,1,,0
query_4204,70.68,1,,0
query_4205,91.37,1,,0
query_4206,87.637,1,,0
query_4207,62.227,1,,0
query_4208,119.416,1,,0
query_4209,,,0
query_420,5.531,1,,0
query_4210,117.528,1,,0
query_4211,,,0
query_4212,,,0
query_4213,58.242,1,,0
query_4214,65.629,1,,0
query_4215,,,0
query_4216,,,0
query_4217,13.569,1,,0
query_4218,,,0
query_4219,,,0
query_421,,,0
query_4220,,,0
query_4221,9.258,1,,0
query_4222,114.07,1,,0
query_4223,60.857,1,,0
query_4224,73.343,1,,0
