query,time,httpCalls,serverTime,importTime,exportTime,errors
query_100,,0
query_101,1.050490386,6,0.10707763616666668,0.20488103230794272,0.007033348083496094,0
query_102,1.259753619,55,0.016173212018181823,0.9760076349431819,0.006831776012073863,0
query_103,0.537323487,6,0.035482547,0.19911924997965494,0.008265177408854166,0
query_104,,84
query_105,0.35533129,1,0.07309885,0.45943260192871094,0.00762939453125,0
query_106,24.139007032,24,0.9263787702083331,0.602791706720988,0.27101238568623853,0
query_107,0.346718629,6,0.01740156966666667,0.17289320627848306,0.008106231689453125,0
query_108,1.134281237,1,0.534841204,0.2923011779785156,0.0040531158447265625,0
query_109,,84
query_10,,84
query_111,,84
query_112,0.277689118,2,0.032770036,0.37407875061035156,0.008940696716308594,0
query_113,,84
query_114,8.114694093,9,0.8019162762222222,0.5099508497450086,0.21160973442925346,0
query_115,1.802770804,1,1.205881725,0.11968612670898438,0.19311904907226562,0
query_116,0.278425516,1,0.065193016,0.3478527069091797,0.008106231689453125,0
query_117,58.386273804,1165,0.04744068569699574,1.0765720334687463,0.01737958883522918,0
query_118,0.799001016,1,0.321203894,0.21386146545410156,0.0050067901611328125,0
query_119,0.378240043,9,0.016830375111111115,0.21733178032769096,0.005775027804904515,0
query_11,,0
query_120,21.350328586,18,1.0786130787222221,17.06259780459934,0.17642974853515625,0
query_121,0.442273986,25,0.00912055708,0.1447772979736328,0.008335113525390627,0
query_122,1.706763685,53,0.0211923417735849,0.7322959180148142,0.006473289345795254,0
query_123,,84
query_126,24.878643416,60,0.3715285798166666,18.807669480641685,0.05590120951334633,0
query_127,10.478449432,434,0.020784518373271874,0.10809316063806206,0.006359293713547671,0
query_128,0.418554945,6,0.02382367683333333,0.16641616821289062,0.007589658101399739,0
query_129,,0
query_12,0.305834056,3,0.03017934466666667,0.12524922688802084,0.0059604644775390625,0
query_130,8.246741135,10,0.7544020848000002,0.5421161651611327,0.20024776458740234,0
query_131,,0
query_132,0.303250676,2,0.037423774,0.3420114517211914,0.0050067901611328125,0
query_133,0.427303911,22,0.009764930772727274,0.14956430955366656,0.008247115395285864,0
query_134,0.499942539,1,0.076511866,0.16379356384277344,0.0073909759521484375,0
query_135,0.47497041,26,0.009630398038461538,0.6351012449998122,0.008124571580153245,0
query_136,,84
query_137,0.354039712,2,0.053771767500000005,0.44918060302734375,0.007987022399902344,0
query_138,24.875664936,22,1.0158349303181817,11.830665848471902,0.23725899783047757,0
query_139,2.037473233,1,1.227273991,0.8318424224853516,0.0040531158447265625,0
query_13,,0
query_140,,84
query_141,,84
query_142,,0
query_143,,84
query_144,0.473278463,12,0.013817266750000001,0.2729495366414388,0.007192293802897136,0
query_145,,0
query_147,61.64143684,1,61.494058836,0.0,0.0,0
query_148,,84
query_149,3.474788688,163,0.014566035558282203,0.23259560754694095,0.008707397554549696,0
query_14,,84
query_150,,0
query_151,,84
query_152,67.954977251,1,67.836057827,0.0,0.0,0
query_153,25.443084675,22,1.0491504847727278,11.734258044849742,0.23682550950483847,0
query_154,,84
query_155,,84
query_156,1.107764248,1,0.640695174,0.5927085876464844,0.003814697265625,0
query_158,8.138644113,10,0.7338922105000001,0.559520721435547,0.19733905792236325,0
query_159,0.424157078,7,0.026506442714285715,0.27414730616978233,0.008140291486467633,0
query_15,0.41876066,24,0.008531114125,0.1433690388997396,0.007957220077514648,0
query_161,0.539742249,6,0.035239872666666665,0.199278195699056,0.007470448811848958,0
query_162,0.40176544,20,0.009148069399999997,0.1548171043395996,0.008225440979003906,0
query_163,0.412695095,22,0.00871782363636364,0.15086477453058414,0.008192929354580967,0
query_164,,84
query_166,57.709264365,3,19.145825220333332,0.20241737365722656,0.00762939453125,0
query_167,0.442934497,2,0.035391518999999996,0.5518198013305664,0.007987022399902344,0
query_168,1.120332293,1,0.778203011,0.3197193145751953,0.00476837158203125,0
query_169,0.443056829,2,0.0743378495,0.33223628997802734,0.008106231689453125,0
query_16,0.383018168,18,0.009580168722222223,0.1552634769015842,0.008516841464572482,0
query_170,69.837975656,1378,0.0481024051197388,1.1861275865308436,0.016665770111305454,0
query_171,,84
query_172,0.255619379,1,0.045976268,0.3066062927246094,0.008344650268554688,0
query_173,,84
query_174,,0
query_175,0.412744172,22,0.008805175954545453,0.1477544957941229,0.008279627019708807,0
query_17,,0
query_19,2.209392341,1,1.256240025,53.19023132324219,8.952856063842773,0
query_1,0.531658736,2,0.080575444,0.4812479019165039,0.005125999450683594,0
query_20,70.580259161,65,1.0592754312615387,2.061084600595328,0.38858193617600656,0
query_21,,84
query_22,0.827826472,6,0.06456637150000001,13.402422269185385,0.009854634602864584,0
query_23,,0
query_24,,0
query_25,0.378159956,4,0.027317888,0.16641616821289062,0.005841255187988281,0
query_26,12.149988464,16,0.7080966165624998,3.5125166177749634,0.2052783966064453,0
query_27,,0
query_28,0.574933086,2,0.070276223,6.5135955810546875,0.007510185241699219,0
query_29,0.306886522,3,0.02334231233333333,3.5494963328043623,0.010251998901367188,0
query_2,48.661077132,44,1.0678270095681817,0.9113441814075821,0.3295540809631347,0
query_30,,84
query_32,0.462137572,10,0.0213976543,3.0229568481445312,0.00762939453125,0
query_33,,0
query_34,,0
query_35,,0
query_36,0.492581251,5,0.020450838199999998,0.08530616760253906,0.0041484832763671875,0
query_37,0.33905089,3,0.020533791,0.3648598988850912,0.008185704549153646,0
query_38,,0
query_39,0.342141878,6,0.015347401166666667,0.1587073008219401,0.0075499216715494795,0
query_3,,0
query_40,,0
query_41,12.116099879,13,0.8585037834615383,0.5777615767258863,0.27078848618727464,0
query_42,82.640146623,1739,0.045407698485336496,1.6564428977681123,0.014140319385495653,0
query_43,,0
query_44,25.493094413,19,1.1652924347894735,66.80811078924881,0.19940577055278574,0
query_45,0.404851743,20,0.00945452615,0.1478314399719238,0.008237361907958984,0
query_46,,0
query_47,0.433416543,6,0.02635201666666667,0.1509586970011393,0.007351239522298177,0
query_48,1.806425381,1,1.257701248,0.10824203491210938,0.1933574676513672,0
query_49,0.315227009,2,0.044233258,11.29305362701416,0.008463859558105469,0
query_4,0.650034485,5,0.030163682400000003,2.7002334594726562,0.008344650268554688,0
query_50,,0
query_51,,84
query_52,1.694313815,1,1.241538829,0.5476474761962891,9.010791778564453,0
query_53,0.300342783,2,0.050018909,4.139542579650879,0.008225440979003906,0
query_54,25.060035876,22,1.033469532772727,12.122197584672408,0.24004416032270953,0
query_55,0.424682754,23,0.009112675347826085,0.13710104900857673,0.008126963739809784,0
query_56,,0
query_57,0.330995977,6,0.015438312666666665,0.1556873321533203,0.006834665934244792,0
query_58,47.021549972,43,1.0481262446279072,0.6636852441832074,0.3108534702034884,0
query_59,1.576627428,2,0.4737785015,4.593372344970703,0.00667572021484375,0
query_5,4.273422734,5,0.6948788704,0.5023479461669922,0.18105506896972656,0
query_60,,0
query_61,,84
query_62,,84
query_63,2.800110265,2,1.1158155665,5.070924758911133,0.3209114074707031,0
query_64,,0
query_65,4.423084963,163,0.02101398265030674,0.42389945749856217,0.012280750859734471,0
query_66,9.11341508,7,1.056803908857143,0.6646769387381417,0.2750328608921596,0
query_67,0.293016898,9,0.008543719444444443,0.09799003601074219,0.0057485368516710066,0
query_68,3.848614513,143,0.02066196994405595,0.224793707574164,0.006412292693878387,0
query_69,,0
query_6,0.096805521,0,0.0,0.0,0.0,0
query_70,1.783049234,1,1.134784985,10.522127151489258,0.31185150146484375,0
query_71,2.204721742,53,0.030132626679245277,1.5684568657065336,0.006374323143149321,0
query_72,,84
query_73,1.655806319,1,1.152544637,0.1595020294189453,0.19431114196777344,0
query_74,,0
query_75,0.930135604,3,0.04829482266666667,0.18231074015299478,0.008900960286458334,0
query_76,49.955893035,381,0.12454411600000011,5.547248159493671,0.04437714424033179,0
query_77,,84
query_78,0.686857544,1,0.260828966,0.2551078796386719,0.0050067901611328125,0
query_79,,84
query_7,3.248679688,3,0.8146712863333333,0.6338755289713541,0.2147356669108073,0
query_80,2.339980165,3,0.6202603503333333,3.8169225056966143,0.07303555806477866,0
query_81,0.301148328,1,0.056336425,0.5207061767578125,0.00858306884765625,0
query_82,51.459169268,39,1.1210430950000008,0.7457916553203876,0.3109834133050381,0
query_83,,0
query_84,0.488618121,2,0.05261765,0.16617774963378906,0.007748603820800781,0
query_85,0.286734393,1,0.050713272,0.4456043243408203,0.009059906005859375,0
query_86,,0
query_87,1.772584867,2,0.6433342249999999,10.2616548538208,0.10323524475097656,0
query_88,,0
query_89,,0
query_8,0.780960426,3,0.04934892299999999,0.4380544026692708,0.007152557373046875,0
query_90,0.690654436,11,0.023581442545454544,1.5927661548961294,0.007412650368430398,0
query_91,1.596754935,1,1.14973461,20.218372344970703,0.3192424774169922,0
query_92,1.742729003,1,1.24128751,0.12111663818359375,0.18930435180664062,0
query_93,0.38030166,19,0.009013196263157894,0.13990151254754318,0.007880361456620064,0
query_94,62.548878243,1,62.425593726,0.0,0.0,0
query_96,,84
query_97,,84
query_98,6.021012119,5,1.0462079006,0.6580352783203125,0.25391578674316406,0
query_99,0.544700636,1,0.161410991,11.0626220703125,0.008821487426757812,0
query_9,,0
