query,time,httpCalls,nbResults,errors
query_3530,,0,0
query_3531,29.743,1,400,0
query_3532,,0,0
query_3533,114.732,1,2,0
query_3534,41.547,1,172,0
query_3535,91.261,1,3,0
query_3536,118.329,1,20,0
query_3537,68.246,1,22573,0
query_3538,59.962,1,10,0
query_3539,106.565,1,42,0
query_353,21.472,1,131,0
query_3540,91.904,1,213,0
query_3541,,0,0
query_3542,17.581,1,5,0
query_3543,,0,0
query_3544,,0,0
query_3545,,0,0
query_3546,3.364,1,34,0
query_3547,,0,0
query_3548,,0,0
query_3549,60.661,1,3,0
query_354,,0,0
query_3550,4.451,1,149,0
query_3551,,0,0
query_3552,,0,0
query_3553,66.38,1,2,0
query_3554,70.458,1,6,0
query_3555,119.439,1,3,0
query_3556,53.41,1,487,0
query_3557,,0,0
query_3558,,0,0
query_3559,,0,0
query_355,60.18,1,4,0
query_3560,76.711,1,1043,0
query_3561,117.695,1,1203,0
query_3562,,0,0
query_3563,17.106,1,187,0
query_3564,101.886,1,3,0
query_3565,,0,0
query_3566,117.741,1,4,0
query_3567,21.396,1,67,0
query_3568,117.551,1,80,0
query_3569,111.879,1,1402,0
query_356,,0,0
query_3570,,0,0
query_3571,103.131,1,46,0
query_3572,18.728,1,5,0
query_3573,,0,0
query_3574,54.042,1,22,0
query_3575,96.038,1,253,0
query_3576,94.511,1,2,0
query_3577,117.178,1,2,0
query_3578,,0,0
query_3579,,0,0
query_357,7.43,1,2,0
query_3580,,0,0
query_3581,,0,0
query_3582,,0,0
query_3583,10.012,1,71,0
query_3584,,0,0
query_3585,108.016,1,11737,0
query_3586,21.111,1,44,0
query_3587,118.051,1,2,0
query_3588,7.982,1,15375,0
query_3589,,0,0
query_358,,0,0
query_3590,,0,0
query_3591,75.152,1,2,0
query_3592,56.02,1,4458,0
query_3593,,0,0
query_3594,,0,0
query_3595,,0,0
query_3596,,0,0
query_3597,,0,0
query_3598,,0,0
query_3599,,0,0
query_359,,0,0
query_35,,0,0
query_3600,,0,0
query_3601,,0,0
query_3602,,0,0
query_3603,,0,0
query_3604,,0,0
query_3605,,0,0
query_3606,,0,0
query_3607,,0,0
query_3608,,0,0
query_3609,,0,0
query_360,,0,0
query_3610,,0,0
query_3611,,0,0
query_3612,,0,0
query_3613,,0,0
query_3614,,0,0
query_3615,,0,0
query_3616,,0,0
query_3617,,0,0
query_3618,,0,0
query_3619,,0,0
query_361,,0,0
query_3620,,0,0
query_3621,,0,0
query_3622,,0,0
query_3623,,0,0
query_3624,,0,0
query_3625,,0,0
query_3626,,0,0
query_3627,,0,0
query_3628,,0,0
query_3629,,0,0
query_362,,0,0
query_3630,,0,0
query_3631,,0,0
query_3632,,0,0
query_3633,,0,0
query_3634,,0,0
query_3635,,0,0
query_3636,,0,0
query_3637,,0,0
query_3638,,0,0
query_3639,,0,0
query_363,,0,0
query_3640,,0,0
query_3641,,0,0
query_3642,,0,0
query_3643,,0,0
query_3644,,0,0
query_3645,,0,0
query_3646,,0,0
query_3647,,0,0
query_3648,,0,0
query_3649,,0,0
query_364,,0,0
query_3650,,0,0
query_3651,,0,0
query_3652,,0,0
query_3653,,0,0
query_3654,,0,0
query_3655,,0,0
query_3656,,0,0
query_3657,,0,0
query_3658,,0,0
query_3659,,0,0
query_365,,0,0
query_3660,,0,0
query_3661,,0,0
query_3662,,0,0
query_3663,,0,0
query_3664,109.525,1,16,0
query_3665,,0,0
query_3666,,0,0
query_3667,,0,0
query_3668,,0,0
query_3669,114.26,1,2,0
query_366,,0,0
query_3670,,0,0
query_3671,,0,0
query_3672,,0,0
query_3673,,0,0
query_3674,,0,0
query_3675,,0,0
query_3676,,0,0
query_3677,,0,0
query_3678,,0,0
query_3679,,0,0
query_367,,0,0
query_3680,,0,0
query_3681,,0,0
query_3682,110.102,1,54,0
query_3683,,0,0
query_3684,,0,0
query_3685,16.813,1,112,0
query_3686,,0,0
query_3687,,0,0
query_3688,30.178,1,78,0
query_3689,,0,0
query_368,,0,0
query_3690,,0,0
query_3691,,0,0
query_3692,,0,0
query_3693,,0,0
query_3694,,0,0
query_3695,26.769,1,4,0
query_3696,1.111,1,96,0
query_3697,,0,0
query_3698,,0,0
query_3699,112.777,1,9631,0
query_369,18.354,1,118,0
query_36,,0,0
query_3700,,0,0
query_3701,,0,0
query_3702,,0,0
query_3703,37.303,1,2,0
