query,time,httpCalls,nbResults,errors
query_9959,,0,0
query_995,8.867,1,1797,0
query_9960,105.792,1,9434,0
query_9961,16.066,1,2,0
query_9962,100.894,1,13,0
query_9963,,0,0
query_9964,,0,0
query_9965,,0,0
query_9966,43.317,1,402,0
query_9967,108.579,1,4,0
query_9968,36.447,1,430,0
query_9969,90.14,1,121,0
query_996,74.701,1,4,0
query_9970,21.305,1,3,0
query_9971,102.068,1,3,0
query_9972,67.028,1,21,0
query_9973,,0,0
query_9974,1.33,1,2,0
query_9975,113.996,1,15814,0
query_9976,9.324,1,17,0
query_9977,98.279,1,1899,0
query_9978,102.703,1,561,0
query_9979,19.125,1,7,0
query_997,101.8,1,71,0
query_9980,103.204,1,152,0
query_9981,20.045,1,2,0
query_9982,118.34,1,150,0
query_9983,119.502,1,157,0
query_9984,3.344,1,15,0
query_9985,,0,0
query_9986,9.885,1,16,0
query_9987,113.865,1,3,0
query_9988,,0,0
query_9989,8.119,1,353,0
query_998,,0,0
query_9990,,0,0
query_9991,6.572,1,40,0
query_9992,,0,0
query_9993,,0,0
query_9994,5.83,1,311,0
query_9995,0.632,1,3344,0
query_9996,67.882,1,2412,0
query_9997,,0,0
query_9998,54.521,1,101,0
query_9999,,0,0
query_999,52.294,1,2,0
query_99,106.559,1,2,0
query_9,1.101,1,182,0
