query,time,httpCalls,serverTime,importTime,exportTime,errors
query_11042,9.791221933,1,9.290751582,0.2410411834716797,0.004291534423828125,0
query_11043,15.433032073,1,15.102199685,0.15425682067871094,0.003337860107421875,0
query_11044,51.38615585,2,25.501791068,0.30350685119628906,0.28073787689208984,0
query_11045,21.718178286,1,21.277288854,0.09870529174804688,0.003814697265625,0
query_11046,26.519124799,1,26.303257258,0.10824203491210938,0.0045299530029296875,0
query_11047,28.898517351,1,28.539610122,0.37550926208496094,0.0050067901611328125,0
query_11048,20.484181093,1,20.073322735,0.26154518127441406,0.0069141387939453125,0
query_11049,,0
query_1104,,0
query_11050,25.539480247,1,25.183791391,0.31256675720214844,0.0035762786865234375,0
query_11051,74.730701007,3,24.590427374666668,0.5688667297363281,0.2564589182535807,0
query_11052,20.967612193,1,20.290912405,0.3666877746582031,0.0035762786865234375,0
query_11053,21.859855905,1,21.469243619,0.19407272338867188,0.00858306884765625,0
query_11054,,0
query_11055,,0
query_11056,25.918403505,1,25.684367758,0.08916854858398438,0.0035762786865234375,0
query_11057,20.837702079,1,20.635645307,0.24700164794921875,0.008106231689453125,0
query_11058,18.154926654,1,17.952580167,0.4315376281738281,0.00667572021484375,0
query_11059,17.294523284,1,16.826615458,0.2586841583251953,0.003337860107421875,0
query_1105,19.368663055,1,18.74640827,0.3924369812011719,0.0035762786865234375,0
query_11060,20.840175829,1,20.480374474,0.2372264862060547,0.0073909759521484375,0
query_11061,17.757979742,1,17.355188775,0.10085105895996094,0.0035762786865234375,0
query_11062,49.18597234,2,24.155612132999998,0.4864931106567383,0.1609325408935547,0
query_11063,22.594804183,1,22.194942871,0.40030479431152344,0.003814697265625,0
query_11064,21.21211762,1,20.755137249,0.38909912109375,0.003814697265625,0
query_11065,57.741856741,2,28.6747989885,0.6493330001831055,0.25081634521484375,0
query_11066,43.339014503,2,21.1931495885,1.782536506652832,0.1207590103149414,0
query_11067,,0
query_11068,31.644241124,1,31.191187965,0.16832351684570312,0.003337860107421875,0
query_11069,27.294677997,1,26.955189971,0.24890899658203125,0.003814697265625,0
query_1106,22.761170552,1,22.257424799,0.102996826171875,0.003814697265625,0
query_11070,45.821043089,1,45.299257411,0.2276897430419922,0.003337860107421875,0
query_11071,24.085698947,1,23.750316492,0.17452239990234375,0.008106231689453125,0
query_11072,21.674780936,1,21.256093419,0.453948974609375,0.0030994415283203125,0
query_11073,20.333718878,1,19.900579685,0.06699562072753906,0.0035762786865234375,0
query_11074,26.817949753,1,26.48994436,0.26535987854003906,0.0035762786865234375,0
query_11075,17.861671595,1,17.427850927,0.2372264862060547,0.0035762786865234375,0
query_11076,37.65141109,1,37.217872326,0.34356117248535156,0.0035762786865234375,0
query_11077,26.860094832,1,26.109987953,0.26106834411621094,0.0040531158447265625,0
query_11078,24.456867862,1,24.06152584,0.148773193359375,0.0035762786865234375,0
query_11079,18.370904218,1,18.100955916,0.12445449829101562,0.0035762786865234375,0
query_1107,19.856344974,1,19.414410004,0.14901161193847656,0.008344650268554688,0
query_11080,18.026389634,1,17.524360281,0.18072128295898438,0.0035762786865234375,0
query_11081,18.885697319,1,18.525077996,0.20265579223632812,0.0045299530029296875,0
query_11082,26.676954022,1,26.437933316,0.3008842468261719,0.007867813110351562,0
query_11083,63.069382697,3,20.647869844666666,0.43185551961263025,0.24708112080891925,0
query_11084,20.188246746,1,19.768870881,0.31447410583496094,0.0045299530029296875,0
query_11085,54.394230911,2,26.655849817,0.42819976806640625,0.15401840209960938,0
query_11086,27.478578469,1,27.088885686,0.164031982421875,0.010251998901367188,0
query_11087,,0
query_11088,,0
query_11089,32.569144747,2,15.989707925500001,2.346158027648926,0.24938583374023438,0
query_1108,14.3958288,1,13.984377529,0.4706382751464844,0.0035762786865234375,0
query_11090,,0
query_11091,29.062477217,1,28.656712961,0.3509521484375,0.007152557373046875,0
query_11092,,0
query_11093,17.624650266,1,16.999225517,0.1442432403564453,0.0035762786865234375,0
query_11094,24.117824536,1,23.687338514,0.43201446533203125,0.003814697265625,0
query_11095,31.444009347,1,30.60476662,0.12040138244628906,0.004291534423828125,0
query_11096,23.456860949,1,23.092386787,0.31495094299316406,0.00762939453125,0
query_11097,29.815992708,1,29.347357239,0.2181529998779297,0.0035762786865234375,0
query_11098,23.919244784,1,23.398975316,0.09417533874511719,0.0035762786865234375,0
query_11099,28.622984208,1,28.20782289,0.23627281188964844,0.005245208740234375,0
query_1109,24.717054762,1,24.338873049,0.2181529998779297,0.0040531158447265625,0
query_110,26.300044399,1,25.883569238,0.2655982971191406,0.0057220458984375,0
query_11100,,0
query_11101,20.222483861,1,19.748392957,0.4227161407470703,0.003337860107421875,0
query_11102,21.00189757,1,20.437688531,0.21576881408691406,0.0035762786865234375,0
query_11103,44.48682054,1,44.017846521,0.21123886108398438,0.003337860107421875,0
query_11104,28.915475169,1,28.324524155,0.1494884490966797,0.0035762786865234375,0
query_11105,21.118365799,1,20.771307063,0.1316070556640625,0.004291534423828125,0
query_11106,30.713558604,1,30.404367737,0.08416175842285156,0.003337860107421875,0
query_11107,33.692840345,1,33.403349231,0.10895729064941406,0.003337860107421875,0
query_11108,23.506146675,1,22.842431683,0.17499923706054688,0.0035762786865234375,0
query_11109,28.165192206,1,27.967244125,0.156402587890625,0.0035762786865234375,0
query_1110,,0
query_11110,19.175098677,1,18.827973118,0.19550323486328125,0.0073909759521484375,0
query_11111,20.553615845,1,20.185517772,0.2696514129638672,0.0059604644775390625,0
query_11112,11.48258715,1,11.004258062,0.4534721374511719,0.0035762786865234375,0
query_11113,84.216519513,3,27.714515574333333,0.6853739420572916,0.23516019185384113,0
query_11114,96.224177796,4,23.7833742255,0.6019473075866699,0.24503469467163086,0
query_11115,22.188776847,1,21.919950457,0.06604194641113281,0.003337860107421875,0
query_11116,,0
query_11117,25.982728307,1,25.520447419,0.2849102020263672,0.003337860107421875,0
query_11118,29.773731633,1,29.559407735,0.20599365234375,0.007867813110351562,0
query_11119,29.285550397,1,28.848852226,0.08726119995117188,0.003814697265625,0
query_1111,27.676142836,1,27.271225238,0.20694732666015625,0.003814697265625,0
query_11120,26.45792423,1,26.025453598,0.34546852111816406,0.003337860107421875,0
query_11121,27.981609328,1,27.357336019,0.1633167266845703,0.0040531158447265625,0
query_11122,30.7948634,1,30.308498999,0.25725364685058594,0.0035762786865234375,0
query_11123,28.810079273,1,28.300279292,0.29587745666503906,0.021219253540039062,0
query_11124,45.520437143,1,45.027799951,0.09298324584960938,0.007152557373046875,0
query_11125,22.409792095,1,21.823053833,0.18835067749023438,0.0035762786865234375,0
